customer_id,subscription_type,plan_type,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,gender,signup_source,payment_method,churn,tenure_days,discount_used_last_renewal_encoded,auto_renew_encoded,previous_renewal_status_encoded,downgrade_history_encoded
301,Digital,Monthly,1.64,3,2,0.48,17.1,North America,Technology,0.69,1,Tablet,Survey,0.3,-45,0.12,1,58,Female,Mobile App,Credit Card,1,508,1,1,1,0
302,Digital+Print,Annual,5.28,24,2,0.55,4.08,Others,Finance,0.4,1,Mobile,Newsletter Promo,0.36,-88,0.17,1,22,Male,Web,Credit Card,0,1203,1,1,1,0
303,Digital,Monthly,3.77,22,1,0.63,10.56,North America,Culture,0.73,1,Mobile,,0.17,71,0.21,4,39,Female,Mobile App,Debit Card,0,1565,1,1,1,0
304,Digital,Monthly,4.55,10,1,0.26,10.26,Europe,Culture,0.95,2,Mobile,,0.19,-66,-0.15,3,44,Male,Mobile App,Credit Card,0,652,0,0,0,1
305,Digital+Print,Annual,2.01,5,1,0.95,13.25,Europe,Politics,0.44,1,Desktop,Newsletter Promo,0.37,18,-0.07,1,64,Male,Mobile App,PayPal,0,90,1,1,1,0
306,Digital,Annual,4.28,14,2,0.17,6.62,North America,Finance,0.84,0,Desktop,Survey,0.31,14,-0.35,5,52,Female,Mobile App,PayPal,0,1623,1,1,1,0
307,Digital,Annual,1.36,4,0,0.97,3.03,Others,Environment,0.32,0,Desktop,,0.62,56,0.08,5,36,Male,Web,Credit Card,0,330,0,0,0,0
308,Espresso,Annual,4.34,10,1,0.01,10.63,Asia,Politics,0.56,0,Mobile,,0.21,-45,0.4,1,56,Male,Web,Credit Card,0,605,1,1,1,0
309,Digital+Print,Monthly,3.26,24,0,0.48,11.12,Europe,Politics,0.38,1,Mobile,,0.48,32,0.13,1,24,Female,Web,Credit Card,1,869,0,0,1,1
310,Digital+Print,Annual,3.83,17,1,0.33,15.96,North America,Finance,0.55,1,Mobile,Newsletter Promo,0.4,94,-0.02,3,56,Male,Web,Credit Card,0,1477,0,1,0,1
311,Digital+Print,Monthly,1.24,29,0,0.45,4.92,North America,Culture,0.42,1,Desktop,Newsletter Promo,0.33,-48,0.56,1,51,Female,Referral,PayPal,1,1512,0,1,0,0
312,Digital,Annual,1.66,12,1,0.57,14.62,North America,Culture,0.56,2,Mobile,Survey,0.39,0,0.13,3,51,Female,Web,PayPal,0,1536,0,1,0,0
313,Digital,Monthly,3.9,10,2,0.44,19.47,North America,Environment,0.59,0,Mobile,,0.54,19,0.02,5,44,Female,Web,Debit Card,0,1075,0,1,1,0
314,Digital,Annual,1.58,13,1,0.41,8.49,Europe,Finance,0.51,1,Desktop,,0.07,-41,0.04,3,61,Male,Web,PayPal,0,1676,0,1,0,1
315,Digital,Monthly,3.69,27,2,0.73,4.84,Others,Politics,0.76,0,Mobile,Newsletter Promo,0.02,4,-0.61,1,22,Female,Mobile App,Credit Card,0,1622,1,1,1,0
316,Digital,Monthly,0.95,17,1,0.69,8.37,Europe,Technology,0.94,1,Mobile,,0.13,33,-0.55,2,21,Male,Mobile App,PayPal,1,934,0,0,1,0
317,Digital,Monthly,4.27,26,0,0.83,10.06,Asia,Culture,0.58,1,Mobile,Survey,0.14,75,-0.06,1,24,Male,Mobile App,PayPal,1,994,0,0,0,0
318,Digital+Print,Annual,1.15,27,1,0.25,12.26,Europe,Politics,0.43,0,Desktop,Newsletter Promo,0.43,5,-0.37,2,65,Female,Mobile App,PayPal,0,266,0,1,1,0
319,Digital+Print,Monthly,3.83,24,1,0.61,7.63,Europe,Politics,0.49,0,Desktop,Retention Offer,0.33,-21,-0.02,5,20,Male,Web,PayPal,0,846,0,1,0,0
320,Espresso,Monthly,3.94,27,2,0.59,16.22,Asia,Politics,0.9,0,Tablet,,0.38,62,0.43,4,38,Male,Web,Debit Card,0,133,1,1,1,0
321,Digital,Monthly,1.95,18,0,0.37,5.54,Europe,Technology,0.7,2,Mobile,Newsletter Promo,0.23,45,0.35,5,51,Male,Mobile App,Credit Card,1,202,0,1,1,0
322,Digital,Monthly,3.87,23,3,0.49,3.04,Asia,Culture,0.62,2,Tablet,Retention Offer,0.19,-90,0.2,5,66,Other,Mobile App,Credit Card,1,225,1,1,0,0
323,Digital,Annual,3.39,26,1,0.31,14.43,North America,Technology,0.4,1,Desktop,,0.27,-50,0.42,5,26,Male,Web,PayPal,0,448,0,1,1,0
324,Digital,Monthly,2.19,14,0,0.14,0.9,North America,Environment,0.61,1,Desktop,Survey,0.17,20,0.52,3,37,Male,Web,Credit Card,0,357,1,1,0,0
325,Digital,Annual,1.49,8,1,0.21,9.18,Asia,Politics,0.49,0,Tablet,,0.37,-78,0.5,5,57,Female,Mobile App,PayPal,0,1160,0,1,0,0
326,Digital+Print,Monthly,0.06,7,0,0.11,22.47,Europe,Environment,0.96,0,Mobile,,0.37,-54,0.48,4,29,Female,Web,Credit Card,0,1475,0,1,0,0
327,Digital,Monthly,3.52,19,1,0.68,9.95,Asia,Culture,0.92,2,Mobile,,0.22,-26,-0.6,1,56,Male,Web,Credit Card,0,394,1,1,1,0
328,Digital,Annual,0.65,27,0,0.66,5.52,Others,Finance,0.36,0,Mobile,,0.2,86,-0.95,2,63,Female,Mobile App,Credit Card,1,1818,0,0,1,1
329,Digital+Print,Monthly,3.14,0,1,0.95,9.77,North America,Environment,0.66,3,Desktop,Retention Offer,0.1,84,-0.39,5,45,Male,Web,PayPal,0,1663,1,1,0,1
330,Digital+Print,Monthly,2.6,3,0,0.73,9.8,Europe,Politics,0.46,1,Desktop,Retention Offer,0.22,-8,-0.23,2,65,Male,Mobile App,Credit Card,0,192,1,0,0,1
331,Digital,Monthly,4.02,13,0,0.05,10.64,North America,Culture,0.59,0,Desktop,Retention Offer,0.48,26,0.46,5,50,Male,Web,PayPal,0,1106,0,0,1,0
332,Digital+Print,Annual,2.55,24,2,0.88,12.65,Europe,Culture,0.91,0,Mobile,Retention Offer,0.47,-45,-0.05,3,27,Female,Web,Debit Card,0,995,0,0,0,1
333,Digital,Monthly,2.51,1,2,0.86,5.84,Asia,Culture,0.67,1,Mobile,Newsletter Promo,0.21,54,-0.24,2,28,Male,Mobile App,Credit Card,0,1573,0,1,1,1
334,Digital+Print,Annual,4.1,15,2,0.44,16.75,North America,Technology,0.53,1,Mobile,Newsletter Promo,0.04,-28,0.08,5,24,Female,Web,Credit Card,0,1072,1,1,0,0
335,Digital,Annual,3.5,2,0,0.59,10.98,Europe,Politics,0.45,0,Desktop,Newsletter Promo,0.33,62,0.27,5,35,Other,Mobile App,Credit Card,0,1564,1,0,1,1
336,Digital,Monthly,3.47,25,1,0.98,12.91,Asia,Finance,0.86,1,Mobile,Retention Offer,0.16,82,0.39,4,36,Male,Web,Credit Card,0,1405,0,1,1,0
337,Digital+Print,Monthly,3.7,7,2,0.53,7.49,North America,Finance,0.74,0,Tablet,,0.44,36,-0.21,4,31,Other,Web,Credit Card,0,801,0,1,1,1
338,Digital,Monthly,0.7,5,1,0.91,15.15,Asia,Culture,0.63,1,Mobile,Newsletter Promo,0.32,-83,-0.48,4,34,Male,Web,Credit Card,0,1175,0,1,1,0
339,Digital,Monthly,4.14,15,2,0.08,8.97,Europe,Culture,0.45,4,Mobile,,0.54,-57,-0.39,3,40,Male,Mobile App,Credit Card,0,1298,1,0,0,0
340,Digital+Print,Monthly,3.92,23,0,0.19,11.11,Others,Environment,0.53,1,Desktop,Retention Offer,0.36,48,0.06,2,36,Female,Web,Credit Card,0,134,0,1,1,0
341,Digital,Monthly,1.47,15,1,0.44,6.27,North America,Politics,0.97,0,Mobile,,0.28,-45,-0.53,3,62,Female,Web,PayPal,0,1650,0,1,0,1
342,Digital,Monthly,2.63,6,0,0.58,6.01,North America,Culture,0.66,0,Mobile,Survey,0.11,75,0.47,1,20,Female,Web,Debit Card,0,286,1,0,1,1
343,Digital+Print,Annual,2.94,29,0,0.82,12.75,Europe,Environment,0.58,0,Mobile,,0.2,-1,-0.52,5,51,Male,Mobile App,Credit Card,0,1139,0,0,1,0
344,Digital+Print,Annual,2.8,12,1,0.99,8.23,North America,Culture,0.66,1,Mobile,,0.38,-100,-0.78,5,42,Female,Web,PayPal,0,488,0,1,1,0
345,Digital+Print,Annual,3.5,12,0,0.39,6.58,Others,Politics,0.85,1,Tablet,Survey,0.37,54,0.08,5,58,Female,Mobile App,Credit Card,0,422,1,1,1,0
346,Digital+Print,Monthly,5.15,4,0,0.05,7.43,North America,Politics,0.54,2,Desktop,Newsletter Promo,0.23,-56,-0.14,4,48,Male,Referral,Credit Card,0,425,1,1,1,0
347,Digital+Print,Monthly,4.62,24,0,0.8,12.8,Asia,Politics,0.43,1,Mobile,Survey,0.17,-38,0.24,5,56,Female,Web,Credit Card,0,468,0,1,1,0
348,Digital+Print,Monthly,1.03,19,0,0.6,7.48,Europe,Technology,0.71,0,Desktop,,0.56,-43,-0.25,4,31,Other,Web,Credit Card,1,612,0,1,0,0
349,Digital,Annual,3.93,21,1,0.2,9.53,North America,Technology,0.77,2,Mobile,,0.06,67,0.2,1,54,Male,Mobile App,Credit Card,0,793,0,1,1,0
350,Digital,Monthly,4.99,17,0,0.49,10.06,North America,Environment,0.8,0,Desktop,Newsletter Promo,0.09,-38,0.5,3,69,Female,Web,Credit Card,1,775,0,0,1,0
351,Digital,Annual,3.58,14,0,0.74,2.33,Europe,Finance,0.92,0,Tablet,,0.22,-63,-0.31,3,64,Female,Mobile App,Debit Card,0,175,1,1,0,0
352,Espresso,Monthly,4.64,17,2,0.77,4.12,Europe,Finance,0.56,2,Desktop,,0.68,-72,0.26,3,37,Female,Web,Credit Card,0,217,0,1,1,1
353,Digital,Monthly,6.02,1,1,0.5,11.35,North America,Technology,0.35,2,Mobile,,0.41,-61,0.9,4,49,Male,Web,PayPal,0,1618,1,1,1,0
354,Digital+Print,Annual,4.54,9,0,0.31,7.05,Others,Culture,0.97,3,Mobile,,0.39,46,0.39,2,50,Female,Referral,PayPal,0,32,1,1,1,0
355,Digital,Monthly,3.37,22,0,0.97,14.23,North America,Environment,0.6,2,Mobile,Retention Offer,0.41,-13,-0.4,2,69,Other,Web,Credit Card,0,551,0,1,1,1
356,Digital+Print,Annual,4.57,12,0,0.66,13.87,Europe,Culture,0.74,0,Desktop,Newsletter Promo,0.73,-45,0.17,1,48,Male,Web,Credit Card,0,1035,0,0,1,0
357,Digital,Annual,3.22,17,2,0.41,12.88,Europe,Finance,0.77,1,Desktop,Newsletter Promo,0.35,-57,-0.65,2,24,Female,Mobile App,Credit Card,0,693,0,1,1,0
358,Digital,Monthly,3.04,14,1,0.28,17.28,North America,Technology,0.68,1,Mobile,Newsletter Promo,0.09,92,-0.58,1,22,Female,Referral,Credit Card,0,1185,1,0,0,0
359,Espresso,Monthly,2.47,11,1,0.73,9.67,Others,Culture,0.44,0,Tablet,Retention Offer,0.49,-1,0.75,5,21,Male,Web,Credit Card,0,829,1,1,0,1
360,Digital+Print,Monthly,5.35,14,0,0.24,12.6,North America,Finance,0.83,0,Mobile,Retention Offer,0.09,40,0.2,3,28,Male,Referral,Credit Card,0,1334,0,0,1,0
361,Espresso,Annual,1.77,12,1,0.17,7.66,North America,Politics,0.86,0,Mobile,Newsletter Promo,0.07,57,0.77,4,36,Female,Mobile App,Credit Card,1,208,1,0,0,0
362,Digital,Monthly,5.3,17,1,0.53,19.81,North America,Politics,0.69,0,Mobile,,0.35,-52,0.21,1,55,Male,Referral,Credit Card,0,1822,0,1,1,0
363,Digital,Monthly,3.75,14,2,0.29,17.93,Europe,Politics,0.64,1,Mobile,Retention Offer,0.09,14,-0.27,4,37,Male,Mobile App,Credit Card,0,1809,1,0,1,0
364,Digital,Monthly,0.9,24,1,0.63,10.05,Europe,Technology,0.38,2,Mobile,Survey,0.15,-26,0.02,4,44,Female,Mobile App,Credit Card,1,658,0,1,1,0
365,Digital,Annual,3.55,22,1,0.12,11.55,Europe,Politics,0.36,1,Desktop,,0.59,90,0.13,3,46,Female,Mobile App,Debit Card,0,765,0,1,1,0
366,Digital,Monthly,0.0,10,2,0.65,15.44,North America,Politics,0.54,1,Mobile,,0.41,98,1.11,5,35,Male,Web,Credit Card,1,155,1,0,1,0
367,Digital+Print,Annual,3.94,18,3,0.28,9.41,North America,Politics,0.52,0,Mobile,Retention Offer,0.05,62,0.35,5,54,Female,Referral,PayPal,1,1153,0,0,1,0
368,Digital,Annual,4.33,2,2,0.0,7.37,Asia,Technology,0.97,0,Desktop,,0.14,38,-0.37,2,69,Female,Web,Debit Card,0,505,0,1,0,0
369,Digital,Monthly,2.11,6,1,0.13,13.5,North America,Finance,0.85,0,Mobile,,0.27,-52,-0.1,5,64,Male,Web,Credit Card,0,1540,0,1,0,0
370,Digital+Print,Monthly,3.19,20,2,0.93,10.31,Asia,Technology,0.76,1,Desktop,Survey,0.14,6,0.24,3,42,Female,Mobile App,Credit Card,0,1644,0,1,1,0
371,Digital+Print,Annual,5.93,25,1,0.87,10.73,North America,Politics,0.66,4,Mobile,,0.34,10,-0.54,4,37,Female,Web,Credit Card,0,1062,0,1,0,1
372,Digital+Print,Monthly,2.24,13,0,0.23,6.66,Asia,Politics,0.42,1,Desktop,,0.29,14,-0.01,1,23,Male,Mobile App,Debit Card,0,1625,1,1,0,0
373,Digital,Annual,1.41,13,0,0.78,3.13,North America,Finance,0.98,3,Tablet,,0.27,67,-0.1,1,53,Female,Mobile App,PayPal,0,144,0,1,1,0
374,Digital+Print,Monthly,5.22,21,1,0.61,10.94,Europe,Finance,0.56,1,Mobile,Retention Offer,0.34,-80,0.24,5,66,Female,Web,Credit Card,0,77,0,1,1,0
375,Digital,Monthly,5.94,12,0,0.97,13.62,North America,Politics,0.37,0,Desktop,Retention Offer,0.16,-54,-0.05,2,32,Male,Web,PayPal,0,460,1,1,1,0
376,Digital,Annual,3.01,11,1,0.37,9.1,North America,Politics,0.65,1,Desktop,,0.19,-98,-0.7,1,35,Male,Mobile App,Credit Card,0,671,0,0,1,0
377,Espresso,Monthly,4.52,23,0,0.68,15.75,North America,Culture,0.91,1,Desktop,Retention Offer,0.33,57,-0.02,2,55,Male,Mobile App,Credit Card,0,1655,0,1,1,0
378,Digital,Monthly,5.01,8,1,0.06,7.18,North America,Technology,0.92,2,Mobile,Retention Offer,0.73,26,0.38,1,42,Male,Mobile App,PayPal,0,1600,1,1,1,0
379,Digital,Monthly,1.89,0,3,0.4,5.78,North America,Politics,0.31,2,Mobile,,0.47,-34,0.72,2,37,Male,Web,PayPal,1,567,1,1,1,1
380,Digital+Print,Monthly,2.27,18,3,0.96,9.73,Europe,Politics,0.92,1,Desktop,Newsletter Promo,0.33,-39,0.48,2,39,Male,Referral,Credit Card,1,1710,1,1,1,0
381,Digital+Print,Monthly,4.85,10,2,0.54,9.67,Europe,Environment,0.49,0,Desktop,,0.17,64,-0.8,4,68,Female,Web,PayPal,0,1321,1,1,1,0
382,Digital+Print,Monthly,5.53,22,1,0.29,13.08,Asia,Technology,0.33,1,Mobile,Survey,0.41,49,-0.67,3,29,Male,Web,Credit Card,0,442,0,1,1,0
383,Digital,Annual,3.84,21,1,0.12,6.9,Europe,Finance,0.89,2,Mobile,Newsletter Promo,0.15,-70,-0.53,1,58,Female,Web,PayPal,0,1209,1,1,1,0
384,Digital+Print,Monthly,1.68,22,1,0.7,15.47,Europe,Technology,0.9,0,Mobile,Newsletter Promo,0.09,-55,0.75,5,57,Female,Web,Credit Card,1,1167,0,1,1,0
385,Digital,Monthly,5.98,23,1,0.64,17.87,Europe,Culture,0.72,1,Mobile,Retention Offer,0.07,-56,0.25,3,64,Female,Mobile App,PayPal,0,1430,1,1,1,0
386,Digital,Monthly,2.2,21,1,0.37,9.84,Europe,Culture,0.7,1,Mobile,Retention Offer,0.31,-87,1.32,4,50,Female,Mobile App,PayPal,0,263,0,1,0,0
387,Digital+Print,Annual,2.5,18,2,0.95,15.0,Europe,Finance,0.87,1,Mobile,Retention Offer,0.64,20,0.64,4,46,Female,Mobile App,Credit Card,0,734,1,1,1,0
388,Digital+Print,Monthly,3.51,17,0,0.02,5.77,Asia,Finance,0.85,0,Mobile,Retention Offer,0.25,39,0.05,4,19,Female,Mobile App,Debit Card,0,1566,1,1,1,0
389,Digital,Annual,5.33,11,0,0.3,14.3,North America,Politics,0.92,0,Mobile,Newsletter Promo,0.21,18,-0.23,5,43,Female,Web,Credit Card,0,699,1,1,1,0
390,Digital,Monthly,4.28,22,2,0.92,14.19,North America,Environment,0.69,0,Tablet,Newsletter Promo,0.34,90,0.19,1,49,Male,Mobile App,Credit Card,0,1656,0,1,0,0
391,Digital,Monthly,3.62,27,0,0.32,13.45,Europe,Technology,0.98,0,Mobile,,0.16,-24,0.42,1,20,Male,Web,Credit Card,0,319,0,1,0,1
392,Digital+Print,Monthly,3.69,27,3,0.25,9.94,North America,Politics,1.0,0,Mobile,,0.07,-13,0.61,2,47,Female,Mobile App,Credit Card,1,657,1,0,1,0
393,Digital+Print,Monthly,3.07,27,0,0.53,0.0,Asia,Environment,0.38,2,Mobile,,0.07,65,-0.14,2,36,Female,Web,Credit Card,0,47,1,1,1,0
394,Digital,Monthly,3.84,26,0,0.82,7.43,Asia,Environment,0.89,3,Tablet,,0.26,16,1.1,2,27,Male,Web,PayPal,1,1512,0,0,1,0
395,Digital,Monthly,0.0,0,0,0.1,7.5,North America,Environment,0.65,1,Desktop,Retention Offer,0.63,74,-0.02,5,42,Male,Web,PayPal,1,80,1,1,1,1
396,Digital,Annual,2.56,18,0,0.94,6.09,North America,Culture,0.57,0,Desktop,,0.28,23,0.59,3,63,Female,Mobile App,Credit Card,0,169,1,1,0,0
397,Digital,Monthly,3.36,27,0,0.8,10.49,Europe,Environment,0.73,2,Mobile,Newsletter Promo,0.18,-47,0.17,1,36,Male,Mobile App,PayPal,1,1335,0,0,1,0
398,Digital,Monthly,1.27,26,0,0.18,8.32,Europe,Politics,0.34,1,Desktop,Retention Offer,0.38,82,-0.18,2,60,Female,Referral,PayPal,1,1727,1,0,1,0
399,Digital,Monthly,3.58,19,1,0.71,6.7,North America,Culture,0.65,0,Mobile,,0.11,-53,-0.98,5,38,Female,Web,PayPal,0,840,0,1,1,0
400,Digital+Print,Annual,2.69,28,2,0.38,5.76,Asia,Culture,0.91,0,Mobile,Newsletter Promo,0.48,99,-0.62,5,23,Male,Referral,Debit Card,0,1675,0,1,1,1
401,Digital,Monthly,5.63,29,0,0.4,7.14,Europe,Politics,0.45,3,Desktop,Newsletter Promo,0.38,0,0.59,2,68,Male,Web,Credit Card,0,444,0,1,0,0
402,Espresso,Monthly,5.36,16,1,0.78,14.49,North America,Politics,0.6,1,Desktop,,0.34,-86,0.38,4,31,Male,Mobile App,PayPal,1,1587,0,0,1,0
403,Digital+Print,Monthly,2.3,4,1,0.96,7.36,North America,Environment,0.96,0,Desktop,Survey,0.41,98,0.3,4,25,Male,Web,Credit Card,0,1278,1,1,0,0
404,Digital,Annual,2.77,25,1,0.13,7.94,Asia,Politics,0.6,1,Desktop,Newsletter Promo,0.17,12,0.78,4,19,Female,Web,PayPal,0,33,0,1,1,0
405,Digital+Print,Monthly,2.89,2,0,0.42,8.17,North America,Culture,0.55,0,Tablet,Newsletter Promo,0.23,-85,-0.49,2,35,Female,Mobile App,PayPal,0,142,1,1,1,0
406,Digital,Monthly,2.32,1,1,0.48,11.36,Asia,Politics,0.61,1,Mobile,,0.21,70,-0.24,5,39,Other,Mobile App,Credit Card,0,382,1,1,1,0
407,Espresso,Annual,3.29,2,5,0.38,11.82,Europe,Politics,0.66,0,Mobile,,0.53,34,-0.2,5,47,Female,Mobile App,Debit Card,0,1211,1,1,1,0
408,Espresso,Annual,1.86,7,2,0.36,0.0,Europe,Finance,0.74,0,Mobile,Retention Offer,0.33,-58,-0.67,1,53,Female,Web,PayPal,0,647,0,0,1,0
409,Digital,Monthly,1.3,15,0,0.05,14.09,Asia,Politics,0.86,0,Desktop,,0.16,-73,-0.4,4,45,Female,Mobile App,Debit Card,1,795,1,1,1,0
410,Digital+Print,Annual,3.93,5,3,0.69,15.75,Asia,Technology,0.62,0,Mobile,Survey,0.05,-35,-0.54,2,52,Female,Web,Credit Card,0,761,0,1,0,0
411,Digital,Monthly,3.94,12,0,0.44,5.8,North America,Technology,0.87,0,Desktop,Newsletter Promo,0.23,-3,-0.78,1,19,Female,Web,PayPal,0,574,0,1,1,0
412,Digital+Print,Monthly,1.79,29,0,0.19,6.11,North America,Politics,0.67,1,Mobile,Survey,0.36,-41,-0.45,5,53,Female,Mobile App,PayPal,1,1018,0,0,1,1
413,Digital+Print,Monthly,4.34,22,2,0.82,8.2,Asia,Politics,0.54,1,Mobile,Survey,0.4,27,-0.03,1,35,Female,Mobile App,Credit Card,0,1288,0,1,1,0
414,Digital,Monthly,2.05,27,0,0.8,6.98,Europe,Finance,0.76,1,Mobile,Newsletter Promo,0.37,30,0.89,4,60,Male,Referral,PayPal,1,559,1,0,1,0
415,Digital+Print,Monthly,3.38,21,1,0.49,10.9,North America,Politics,0.8,0,Mobile,,0.33,28,-0.51,3,26,Male,Web,PayPal,0,459,0,1,0,1
416,Digital,Annual,4.23,21,2,0.3,2.21,Others,Culture,0.69,1,Desktop,Newsletter Promo,0.3,58,0.54,4,45,Female,Referral,PayPal,0,113,1,1,1,1
417,Digital,Monthly,2.95,15,1,0.64,5.53,North America,Finance,0.34,0,Mobile,,0.34,-45,0.11,4,25,Female,Mobile App,Credit Card,0,766,0,1,0,0
418,Digital+Print,Monthly,3.68,27,1,0.29,16.16,North America,Politics,0.42,0,Mobile,,0.25,-17,0.22,2,25,Female,Mobile App,PayPal,1,1571,0,0,1,0
419,Digital,Monthly,2.23,15,1,0.24,6.29,North America,Finance,0.5,1,Mobile,Newsletter Promo,0.45,73,0.07,3,22,Female,Web,PayPal,0,888,1,0,0,0
420,Digital+Print,Annual,2.71,2,2,0.73,14.97,Europe,Politics,0.5,2,Mobile,,0.13,-69,-0.93,3,30,Female,Mobile App,PayPal,0,1607,1,1,0,0
421,Digital+Print,Monthly,2.69,27,0,0.04,11.42,Europe,Politics,0.77,1,Mobile,,0.12,-20,-0.53,3,24,Male,Mobile App,Credit Card,1,531,0,0,0,0
422,Digital+Print,Monthly,1.88,12,0,0.09,2.76,North America,Politics,0.31,0,Mobile,Newsletter Promo,0.17,-83,0.29,5,38,Male,Web,Credit Card,1,542,0,0,1,0
423,Digital+Print,Monthly,2.73,13,0,0.01,12.54,North America,Culture,0.83,0,Desktop,Retention Offer,0.3,95,0.02,1,46,Male,Mobile App,Credit Card,0,703,0,1,1,0
424,Digital,Monthly,0.68,7,1,0.15,9.53,North America,Environment,0.49,0,Mobile,Retention Offer,0.16,-66,-0.82,5,54,Male,Web,PayPal,0,1534,0,1,1,0
425,Digital,Annual,2.26,11,3,0.07,8.18,Europe,Culture,0.52,0,Mobile,,0.42,3,-0.11,3,62,Female,Mobile App,Credit Card,0,257,1,0,1,0
426,Espresso,Annual,2.57,22,1,1.0,10.98,North America,Finance,0.67,0,Desktop,Survey,0.06,-1,0.3,2,69,Male,Referral,Credit Card,0,1508,1,1,1,0
427,Digital+Print,Monthly,2.62,22,2,0.29,11.9,Others,Politics,0.45,0,Mobile,,0.47,-78,-0.63,4,65,Male,Web,PayPal,1,106,0,0,0,1
428,Digital,Annual,2.64,21,1,0.15,12.83,North America,Finance,0.92,3,Mobile,Newsletter Promo,0.35,40,-0.2,4,31,Male,Mobile App,Credit Card,0,1335,1,1,1,0
429,Digital+Print,Monthly,2.91,20,1,0.24,14.71,Others,Technology,0.36,1,Desktop,,0.54,41,0.76,5,54,Female,Web,Debit Card,0,668,0,1,0,1
430,Digital+Print,Annual,3.72,25,1,0.94,11.63,North America,Environment,0.61,0,Mobile,Newsletter Promo,0.4,64,0.29,5,68,Male,Mobile App,Credit Card,0,1720,0,1,1,0
431,Digital,Monthly,4.31,7,0,0.52,4.5,Asia,Politics,0.89,0,Desktop,Retention Offer,0.17,-96,0.79,2,21,Female,Mobile App,Debit Card,0,1048,0,1,0,0
432,Espresso,Monthly,2.03,20,3,0.36,8.11,North America,Politics,0.73,2,Mobile,,0.24,49,-0.19,4,39,Male,Web,Credit Card,1,1330,1,1,1,0
433,Digital,Monthly,1.2,24,2,0.87,21.77,North America,Technology,0.5,0,Desktop,,0.22,-73,0.54,5,28,Male,Web,Credit Card,1,240,0,1,1,0
434,Digital+Print,Monthly,1.44,8,1,0.39,12.9,Asia,Culture,0.59,1,Tablet,,0.43,31,-0.52,1,51,Female,Mobile App,Credit Card,1,1052,0,0,0,0
435,Digital+Print,Monthly,2.27,0,2,0.34,19.48,Asia,Culture,0.79,0,Mobile,Survey,0.32,-51,0.42,5,62,Female,Mobile App,PayPal,0,1744,0,1,1,0
436,Digital,Monthly,2.47,5,0,0.21,15.58,Europe,Technology,0.98,0,Mobile,,0.04,1,-0.36,5,33,Female,Web,Credit Card,0,61,0,1,0,1
437,Digital+Print,Monthly,1.85,22,0,0.38,10.97,Asia,Environment,0.93,1,Mobile,,0.09,-72,0.23,3,26,Female,Web,Credit Card,1,1583,1,1,1,0
438,Digital,Annual,1.06,18,0,0.32,11.21,Europe,Finance,0.54,0,Mobile,Retention Offer,0.29,-64,0.25,1,33,Female,Web,Debit Card,0,400,0,1,1,0
439,Digital,Monthly,2.32,22,2,0.68,9.85,Asia,Environment,1.0,0,Desktop,Survey,0.45,62,0.34,1,56,Female,Web,Credit Card,0,1818,0,1,0,0
440,Digital,Monthly,3.27,10,0,0.29,3.05,North America,Environment,0.3,2,Desktop,,0.47,47,-0.5,2,33,Male,Mobile App,PayPal,0,812,1,0,1,0
441,Digital,Annual,3.89,10,2,0.58,10.07,Europe,Culture,0.32,4,Mobile,,0.34,62,0.16,3,48,Female,Web,PayPal,0,1226,1,1,0,0
442,Digital,Monthly,2.16,22,0,0.07,14.84,Europe,Finance,0.88,1,Desktop,Newsletter Promo,0.43,29,0.01,1,48,Female,Mobile App,Credit Card,0,612,1,1,1,1
443,Digital+Print,Monthly,2.38,29,1,0.19,7.6,North America,Politics,0.44,2,Mobile,,0.57,15,0.63,3,30,Female,Web,PayPal,0,1770,0,1,0,0
444,Digital+Print,Monthly,1.61,12,0,0.41,11.65,Asia,Finance,0.34,4,Desktop,,0.43,-43,-0.32,3,22,Female,Web,Credit Card,0,1469,0,1,1,0
445,Digital,Annual,2.95,10,2,0.94,13.41,North America,Finance,0.47,3,Desktop,Retention Offer,0.44,45,-0.65,4,64,Female,Web,Credit Card,0,311,0,1,1,0
446,Digital+Print,Monthly,1.73,17,2,0.38,6.36,North America,Culture,0.6,1,Desktop,,0.32,5,-0.82,1,56,Male,Mobile App,Credit Card,1,1026,0,1,1,1
447,Digital,Monthly,3.86,22,0,0.66,8.19,Europe,Politics,0.81,0,Mobile,Survey,0.06,-45,-0.14,4,35,Female,Web,PayPal,1,183,1,0,1,0
448,Digital+Print,Annual,0.32,14,0,0.26,5.93,Europe,Politics,0.74,2,Desktop,Retention Offer,0.34,21,-0.21,5,37,Female,Referral,Credit Card,0,1076,0,0,1,0
449,Espresso,Annual,2.46,0,0,0.13,6.71,North America,Culture,0.47,0,Mobile,Retention Offer,0.47,91,-0.15,5,19,Female,Web,Credit Card,0,1262,0,0,1,0
450,Digital,Monthly,3.45,20,3,0.06,4.85,North America,Politics,0.65,3,Desktop,,0.08,2,-0.15,4,57,Other,Web,PayPal,0,460,0,1,1,1
451,Digital,Monthly,3.28,24,0,0.31,6.4,Others,Finance,0.95,0,Mobile,Newsletter Promo,0.22,22,0.7,5,47,Female,Web,Credit Card,1,1378,0,0,1,1
